17:25:08.100,385,32.10,37.00,30.37,1009.47,302.22,33.25,976.89,307.20,28.47,-1.03,0.03,0.09
17:25:10.150,386,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:11.684,388,32.10,38.00,30.33,1009.49,302.11,33.22,976.89,307.25,27.68,-1.03,0.04,0.08
17:25:13.226,389,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:14.759,391,32.10,37.00,30.33,1009.43,302.56,33.21,976.88,307.30,27.92,-1.05,0.02,0.13
17:25:16.301,392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:17.835,394,32.10,37.00,30.35,1009.45,302.46,33.23,976.88,307.31,28.17,-0.96,0.04,0.07
17:25:19.378,396,32.00,37.00,30.35,1009.46,302.30,33.22,976.88,307.32,28.83,-0.93,0.04,0.04
17:25:21.428,398,32.10,38.00,30.36,1009.48,302.14,33.26,976.87,307.36,28.60,-0.92,0.03,0.06
17:25:23.479,400,32.10,38.00,30.37,1009.47,302.23,33.26,976.88,307.29,28.27,-0.90,0.03,0.10
17:25:25.529,401,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:27.062,403,31.90,38.00,30.35,1009.47,302.25,33.26,976.87,307.41,27.80,-0.94,0.04,0.12
17:25:28.605,405,32.10,37.00,30.34,1009.45,302.42,33.23,976.87,307.39,27.75,-0.84,0.04,0.10
17:25:30.655,406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:32.189,408,31.90,37.00,30.36,1009.46,302.36,33.22,976.87,307.40,28.19,-0.78,0.05,0.04
17:25:34.241,410,31.90,38.00,30.36,1009.48,302.14,33.25,976.86,307.44,28.72,-0.77,0.04,0.07
17:25:36.292,412,31.90,38.00,30.36,1009.46,302.36,33.27,976.87,307.42,28.46,-0.78,0.05,0.07
17:25:38.342,413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:39.875,415,32.10,38.00,30.34,1009.45,302.41,33.25,976.85,307.59,27.56,-0.80,-0.01,0.07
17:25:41.418,417,31.90,37.00,30.34,1009.48,302.17,33.23,976.89,307.22,27.66,-0.79,-0.01,0.06
17:25:43.468,419,31.90,37.00,30.32,1009.46,302.32,33.20,976.85,307.56,27.76,-0.80,-0.01,0.07
17:25:45.518,420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17:25:47.052,422,31.90,37.00,30.34,1009.48,302.15,33.24,976.88,307.28,28.14,-0.81,0.00,0.04
17:25:48.594,424,31.90,37.00,30.34,1009.49,302.03,33.26,976.85,307.59,28.25,-0.83,0.00,0.05
17:25:50.645
